"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","OverallQual","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","TotalBsmtSF","HeatingQC","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","PavedDrive","SaleType","SalePrice","YrDiffSoldBuilt","YrDiffRemodBlt","YrDiffSoldRemod","X2ndFlrYN","TotalBath","HalfBathYN","YrDiffGarageBlt","FrontAreaSF"
711,30,"RL",56,4130,"IR1","Lvl","B","A","B","3","D","C","None",0,"Gd","B","TA","No","B",0,270,"Good","A",729,0,729,1,2,"TA","5","No","No Garage","No Garage",0,"0","PartialNo","B",52000,73,68,5,"No",1,"No",37,0
712,50,"C (all)",66,8712,"Reg","HLS","A","A","A","4","B","B","None",0,"TA","B","TA","Mn","B",0,859,"Good","A",859,319,1178,1,2,"TA","7","No","Detchd","RFn",1,"384","PartialNo","B",102776,110,50,60,"Yes",1,"No",64,166
713,120,"RL",40,4671,"IR1","HLS","F","B","B","8","B","B","None",0,"Gd","A","Gd","Mn","A",767,1228,"Good","A",1228,0,1228,2,2,"Gd","5","Yes","Attchd","Fin",2,"472","Paved","B",189000,20,1,19,"No",3,"No",0,288
714,190,"RL",60,9873,"Reg","Lvl","B","C","B","4","B","B","BrkFace",160,"TA","B","TA","Av","B",789,960,"Good","A",960,0,960,1,3,"TA","6","No","Detchd","Unf",2,"576","Paved","B",129000,36,0,36,"No",2,"No",0,288
715,60,"RL",85,13517,"IR1","Lvl","C","A","C","6","B","B","BrkFace",289,"Gd","B","TA","No","A",533,725,"Excellent","A",725,754,1479,2,3,"Gd","6","No","Attchd","RFn",2,"475","Paved","B",130500,34,29,5,"Yes",2.5,"Yes",0,44
716,20,"RL",78,10140,"Reg","Lvl","D","A","B","6","B","B","BrkFace",174,"TA","B","Gd","No","B",0,1064,"Good","A",1350,0,1350,2,3,"TA","7","Yes","Attchd","RFn",2,"478","Paved","B",165000,35,0,35,"No",2,"No",0,0
717,70,"RH",60,10800,"Reg","Bnk","B","A","C","7","B","C","None",0,"TA","B","TA","No","B",0,718,"Excellent","A",1576,978,2554,1,3,"TA","8","No","Detchd","Unf",2,"704","PartialNo","B",159500,117,108,9,"Yes",1.5,"Yes",106,191
718,20,"RL",80,10000,"Reg","Lvl","D","A","B","5","B","B","None",0,"TA","B","Gd","No","B",1084,1176,"Good","A",1178,0,1178,1,3,"Gd","5","Yes","Attchd","Unf",2,"439","Paved","B",157000,35,27,8,"No",2,"Yes",0,224
719,60,"RL",96,10542,"Reg","Lvl","F","A","C","7","B","B","BrkFace",651,"Gd","A","Gd","Gd","A",1173,1311,"Excellent","A",1325,1093,2418,2,3,"Gd","9","Yes","Attchd","RFn",3,"983","Paved","B",341000,15,1,14,"Yes",3.5,"Yes",0,620
720,20,"RL",69,9920,"IR1","Lvl","D","A","B","5","B","B","None",0,"TA","B","Gd","Gd","B",523,971,"Good","A",971,0,971,1,3,"TA","5","Yes","Attchd","Unf",1,"300","Paved","B",128500,37,0,37,"No",1.5,"Yes",0,0
721,120,"RL",41,6563,"IR1","Low","F","A","B","8","B","B","None",0,"Gd","A","Gd","Gd","A",1148,1742,"Good","A",1742,0,1742,2,2,"Gd","5","Yes","Attchd","RFn",2,"564","Paved","B",275000,21,0,21,"No",3,"No",0,376
722,120,"RH",37,4426,"Reg","Lvl","D","B","B","6","D","C","BrkFace",169,"Gd","A","Gd","Av","A",662,848,"Excellent","A",848,0,848,1,1,"Gd","3","No","Attchd","RFn",2,"420","Paved","B",143000,6,0,6,"No",2,"No",0,160
723,20,"RL",70,8120,"Reg","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",191,864,"Excellent","A",864,0,864,1,3,"TA","5","No","Detchd","Unf",2,"463","Paved","B",124500,39,0,39,"No",1,"No",24,0
724,50,"RL",60,8172,"Reg","Lvl","B","A","A","4","B","B","None",0,"TA","A","TA","No","B",0,941,"Excellent","A",997,473,1470,2,4,"TA","7","No","Detchd","Unf",1,"548","Paved","B",135000,54,18,36,"Yes",2,"No",4,156
725,20,"RL",86,13286,"IR1","Lvl","B","A","B","9","E","C","Stone",340,"Ex","A","Ex","No","A",1234,1698,"Excellent","A",1698,0,1698,2,3,"Ex","8","Yes","Attchd","Fin",3,"768","Paved","B",320000,2,1,1,"No",3,"No",0,391
726,20,"RL",60,6960,"Reg","Lvl","C","A","B","4","B","B","None",0,"TA","B","TA","No","B",375,864,"Good","A",864,0,864,1,3,"Gd","5","No","Detchd","Unf",2,"660","Paved","B",120500,39,0,39,"No",1,"No",19,96
727,20,"RL",90,21695,"IR1","Lvl","D","A","B","6","B","B","BrkFace",260,"Gd","B","Gd","No","A",808,880,"Excellent","A",1680,0,1680,2,3,"Gd","5","Yes","Attchd","Fin",2,"540","Paved","B",222000,21,19,2,"No",3,"No",0,518
728,20,"RL",64,7314,"Reg","Lvl","D","A","B","7","D","C","Stone",82,"Gd","A","Gd","Av","A",724,1232,"Excellent","A",1232,0,1232,2,2,"Gd","6","No","Attchd","RFn",2,"632","Paved","B",194500,2,0,2,"No",3,"No",0,132
729,90,"RL",85,11475,"Reg","Lvl","C","C","B","5","D","C","BrkFace",95,"TA","B","TA","No","B",0,1584,"Good","A",1776,0,1776,2,4,"TA","9","No","Detchd","Unf",3,"888","Paved","A",110000,51,0,51,"No",3,"No",10,25
730,30,"RH",52,6240,"Reg","Lvl","A","A","A","4","B","B","None",0,"TA","B","TA","No","B",152,780,"Good","B",848,0,1208,1,2,"TA","5","No","Detchd","Unf",2,"539","Paved","B",103000,84,25,59,"No",1,"No",37,135
731,120,"RL",39,5389,"IR1","Lvl","F","B","B","8","E","C","None",0,"Gd","A","Gd","No","A",1180,1595,"Excellent","A",1616,0,1616,2,2,"Gd","5","Yes","Attchd","RFn",2,"608","Paved","B",236500,15,1,14,"No",3,"No",0,389
732,80,"RL",73,9590,"IR1","Lvl","E","A","B","7","D","C","BrkFace",442,"Gd","A","Ex","Av","A",786,868,"Excellent","A",1146,0,1146,2,3,"Gd","6","Yes","Attchd","Fin",2,"438","Paved","B",187500,4,0,4,"No",3,"No",0,182
733,60,"RL",75,11404,"IR1","Lvl","D","A","C","7","D","C","BrkFace",202,"Gd","A","Gd","Av","B",252,1153,"Excellent","A",1153,878,2031,2,3,"Gd","8","Yes","Attchd","Fin",2,"541","Paved","B",222500,10,1,9,"Yes",2.5,"Yes",0,276
734,20,"RL",80,10000,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",594,864,"Excellent","A",1144,0,1144,1,3,"TA","6","Yes","Attchd","RFn",1,"264","Paved","B",131400,48,22,26,"No",2,"No",0,165
735,20,"RL",74,8978,"IR1","Lvl","C","A","B","5","C","B","None",0,"TA","A","TA","No","B",0,948,"Good","A",948,0,948,1,3,"TA","6","No","Attchd","Unf",1,"300","Paved","B",108000,39,0,39,"No",1,"No",0,147
736,75,"RH",60,10800,"Reg","Lvl","B","A","A","7","B","B","None",0,"TA","B","Gd","Mn","B",390,880,"Bad","A",880,888,1768,1,2,"TA","6","Yes","Detchd","Unf",2,"320","PartialNo","B",163000,92,56,36,"Yes",1.5,"Yes",0,341
737,90,"RL",60,8544,"Reg","Lvl","C","C","B","3","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","B",1040,0,1040,2,2,"TA","6","No","Detchd","Unf",2,"400","Paved","B",93500,56,0,56,"No",2,"No",-1,0
738,60,"RL",72,10463,"IR1","HLS","D","A","C","8","D","C","None",0,"Gd","A","Gd","No","B",0,893,"Excellent","A",901,900,1801,2,3,"Gd","8","Yes","Attchd","Fin",3,"800","Paved","B",239900,1,0,1,"Yes",2.5,"Yes",0,116
739,90,"RL",60,10800,"Reg","Lvl","B","C","B","5","C","B","None",0,"TA","B","Gd","Gd","A",1200,1200,"Good","A",1200,0,1200,3,3,"TA","5","No","No Garage","No Garage",0,"0","Paved","B",179000,22,1,21,"No",6,"No",1,120
740,60,"RL",65,9313,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,864,"Excellent","A",864,864,1728,2,3,"Gd","7","No","Attchd","RFn",2,"572","Paved","B",190000,5,0,5,"Yes",2.5,"Yes",0,243
741,70,"RH",60,9600,"Reg","Lvl","B","A","C","5","B","B","None",0,"TA","B","Fa","No","B",0,264,"Excellent","A",768,664,1432,2,2,"TA","7","No","Detchd","Unf",2,"360","Paved","B",132000,97,92,5,"Yes",2,"No",0,382
742,20,"RL",65,6768,"IR1","Lvl","C","A","B","6","B","B","None",0,"TA","B","TA","Mn","A",832,912,"Good","A",912,0,912,1,3,"Gd","5","No","Detchd","Unf",1,"288","Paved","B",142000,47,35,12,"No",2.5,"No",1,168
743,20,"RL",65,8450,"Reg","Lvl","D","A","B","7","D","C","BrkFace",108,"TA","A","Gd","No","B",0,1349,"Excellent","A",1349,0,1349,2,3,"TA","6","No","Attchd","Unf",2,"539","Paved","B",179000,7,1,6,"No",2,"No",0,175
744,80,"RL",70,12886,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","Gd","Av","B",444,520,"Excellent","A",1464,0,1464,2,3,"TA","6","Yes","Attchd","RFn",2,"480","Paved","B",175000,46,36,10,"No",2.5,"No",34,402
745,120,"RL",41,5395,"IR1","HLS","F","B","B","8","B","B","None",0,"Gd","A","Gd","No","A",733,1337,"Good","A",1337,0,1337,2,2,"Gd","5","Yes","Attchd","RFn",2,"462","Paved","B",180000,15,0,15,"No",3,"No",0,334
746,60,"RL",78,8963,"IR1","Lvl","D","A","C","8","D","C","BrkFace",289,"Ex","B","TA","No","A",575,1142,"Excellent","A",1175,1540,2715,3,4,"Gd","11","Yes","BuiltIn","Fin",2,"831","Paved","B",299800,32,20,12,"Yes",4,"Yes",18,204
747,60,"RL",66,8795,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","A",300,952,"Excellent","A",980,1276,2256,2,4,"Gd","8","Yes","BuiltIn","Fin",2,"554","Paved","B",236000,9,0,9,"Yes",2.5,"Yes",0,278
748,70,"RH",65,11700,"IR1","Lvl","B","A","C","7","B","B","None",0,"Gd","B","TA","No","B",0,1240,"Good","A",1320,1320,2640,1,4,"Gd","8","Yes","Detchd","Unf",4,"864","PartialNo","B",265979,129,123,6,"Yes",1.5,"Yes",70,567
749,20,"RL",59,10593,"IR1","Lvl","F","A","B","7","D","C","BrkFace",338,"Gd","A","Gd","No","A",919,1720,"Excellent","A",1720,0,1720,2,3,"Gd","7","Yes","Attchd","Fin",2,"527","Paved","B",260400,14,0,14,"No",3,"No",0,450
750,50,"RL",50,8405,"Reg","Lvl","B","A","A","4","B","B","None",0,"TA","B","TA","NoBasement","No Basement",0,0,"Good","B",1088,441,1529,2,4,"TA","9","No","Detchd","Unf",1,"240","PartialNo","B",98000,64,5,59,"Yes",2,"No",0,277
751,50,"RH",55,8800,"Reg","Lvl","B","A","A","4","B","B","None",0,"TA","B","TA","No","B",0,576,"Good","A",792,348,1140,1,3,"TA","7","No","No Garage","No Garage",0,"0","PartialNo","B",96500,100,94,6,"Yes",1,"No",31,160
752,60,"RL",63,7750,"Reg","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","B",0,660,"Excellent","A",660,660,1320,2,3,"Gd","6","No","Attchd","Fin",2,"400","Paved","B",162000,4,0,4,"Yes",2.5,"Yes",0,48
753,20,"RL",79,9236,"IR1","Lvl","D","A","B","6","D","C","None",0,"TA","A","Gd","Gd","A",1200,1479,"Excellent","A",1494,0,1494,2,3,"Gd","6","No","Attchd","RFn",2,"576","Paved","B",217000,9,0,9,"No",3,"No",0,195
754,60,"RL",80,10240,"Reg","Lvl","F","A","C","8","D","C","BrkFace",178,"Gd","A","Gd","Mn","B",0,1030,"Good","A",1038,1060,2098,2,3,"Ex","8","Yes","Attchd","RFn",3,"878","Paved","B",275500,1,0,1,"Yes",2.5,"Yes",0,244
755,20,"RL",61,7930,"Reg","Lvl","C","A","B","6","C","B","None",0,"TA","B","TA","No","A",439,1026,"Good","A",1026,0,1026,1,3,"Gd","5","No","Detchd","RFn",2,"440","Paved","B",156000,40,36,4,"No",2,"No",0,219
756,160,"FV",34,3230,"Reg","Lvl","E","B","C","6","B","B","BrkFace",894,"TA","A","Gd","No","A",381,729,"Good","A",742,729,1471,2,3,"TA","6","No","Detchd","Unf",2,"440","Paved","B",172500,10,0,10,"Yes",2.5,"Yes",0,24
757,60,"RL",68,10769,"IR1","Lvl","D","A","C","8","D","C","None",0,"Gd","A","Gd","Av","A",20,866,"Excellent","A",866,902,1768,2,3,"Gd","7","No","Attchd","RFn",2,"578","Paved","B",212000,2,0,2,"Yes",2.5,"Yes",0,249
758,60,"RL",75,11616,"IR1","Lvl","C","A","C","6","B","B","BrkCmn",328,"TA","B","TA","Mn","B",438,672,"Good","A",672,714,1386,2,3,"TA","6","Yes","Attchd","Fin",2,"440","Paved","B",158900,32,0,32,"Yes",2.5,"Yes",0,335
759,160,"FV",24,2280,"Reg","Lvl","E","C","C","7","B","B","BrkFace",360,"TA","A","Gd","No","B",549,744,"Good","A",757,744,1501,2,3,"TA","6","No","Detchd","Unf",2,"440","Paved","B",179400,9,0,9,"Yes",2.5,"Yes",0,0
760,60,"RL",65,12257,"IR1","Lvl","F","A","C","8","D","C","BrkFace",513,"Gd","A","Gd","Av","B",56,1318,"Excellent","A",1328,1203,2531,2,4,"Gd","9","Yes","Attchd","RFn",3,"752","Paved","B",290000,12,0,12,"Yes",2.5,"Yes",0,320
761,20,"RL",70,9100,"Reg","Lvl","C","A","B","6","B","B","None",0,"TA","B","TA","No","B",612,864,"Excellent","A",864,0,864,1,2,"TA","5","No","Detchd","Unf",1,"300","Paved","B",127500,50,0,50,"No",1,"No",49,0
762,30,"RH",60,6911,"Reg","Lvl","B","A","B","5","B","B","None",0,"TA","A","TA","Mn","B",405,1145,"Good","A",1301,0,1301,1,2,"Fa","5","No","Detchd","Unf",2,"440","Paved","B",100000,85,26,59,"No",1,"No",41,0
763,60,"FV",72,8640,"Reg","Lvl","E","A","C","7","D","C","None",0,"TA","A","Gd","Mn","A",24,756,"Excellent","A",764,783,1547,2,3,"Gd","7","No","Attchd","Unf",2,"614","Paved","C",215200,1,0,1,"Yes",2.5,"Yes",0,214
764,60,"RL",82,9430,"Reg","Lvl","F","A","C","8","D","C","BrkFace",673,"Gd","A","Gd","Mn","A",1163,1252,"Excellent","A",1268,1097,2365,2,3,"Gd","8","Yes","Attchd","RFn",3,"856","Paved","B",337000,10,0,10,"Yes",3.5,"Yes",0,308
765,120,"RL",30,9549,"IR1","Lvl","E","B","B","8","C","B","None",0,"Gd","A","Gd","Av","B",437,1494,"Excellent","A",1494,0,1494,1,2,"Ex","6","Yes","Attchd","Fin",2,"481","Paved","B",270000,11,1,10,"No",2.5,"Yes",0,246
766,20,"RL",75,14587,"IR1","Lvl","E","A","B","9","D","C","Stone",284,"Gd","A","Gd","No","B",0,1498,"Excellent","A",1506,0,1506,2,2,"Ex","6","Yes","Attchd","Fin",2,"592","Paved","C",264132,0,0,0,"No",2,"No",0,174
767,60,"RL",80,10421,"Reg","Lvl","D","A","C","7","B","B","BrkFace",42,"TA","B","Gd","No","A",394,980,"Good","A",980,734,1714,2,3,"TA","7","Yes","Attchd","Unf",2,"496","Paved","B",196500,22,0,22,"Yes",2.5,"Yes",0,450
768,50,"RL",75,12508,"IR1","Lvl","C","A","A","6","D","C","None",0,"TA","B","Gd","Mn","B",660,983,"Excellent","A",983,767,1750,2,4,"TA","7","No","Attchd","Unf",1,"423","Paved","B",160000,68,45,23,"Yes",3,"No",49,401
769,20,"RL",70,9100,"Reg","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","No","A",24,1860,"Excellent","A",1836,0,1836,2,3,"Gd","8","Yes","Attchd","Fin",2,"484","Paved","B",216837,2,1,1,"No",2,"No",0,153
770,60,"RL",47,53504,"IR2","HLS","F","A","C","8","E","B","BrkFace",603,"Ex","A","Gd","Gd","B",1416,1650,"Excellent","A",1690,1589,3279,3,4,"Ex","12","Yes","BuiltIn","Fin",3,"841","Paved","B",538000,7,0,7,"Yes",4.5,"Yes",0,749
771,85,"RL",71,7252,"IR1","Lvl","C","A","A","5","B","B","None",0,"TA","B","Gd","Av","A",685,858,"Good","A",858,0,858,1,2,"TA","5","No","Detchd","Unf",2,"576","Paved","B",134900,27,0,27,"No",2,"No",1,120
772,20,"RL",67,8877,"Reg","Lvl","B","A","B","4","B","B","None",0,"TA","B","Fa","No","B",836,836,"Good","B",1220,0,1220,1,2,"TA","6","No","Detchd","Unf",2,"396","Paved","A",102000,55,0,55,"No",1,"No",0,0
773,80,"RL",94,7819,"Reg","Lvl","B","A","B","6","C","B","None",0,"TA","B","TA","Av","B",422,1029,"Good","A",1117,0,1117,1,3,"TA","6","Yes","Detchd","Unf",2,"672","Paved","B",107000,34,0,34,"No",2,"No",0,144
774,20,"RL",70,10150,"Reg","Lvl","C","A","B","5","B","B","None",1,"TA","B","TA","No","B",456,912,"Excellent","B",912,0,912,1,2,"TA","5","No","Attchd","RFn",1,"275","Paved","A",114500,49,0,49,"No",1,"No",0,0
775,20,"RL",110,14226,"Reg","Lvl","F","A","B","8","D","C","BrkFace",375,"Gd","A","Gd","Av","B",0,1935,"Good","A",1973,0,1973,2,3,"Gd","9","Yes","Attchd","Fin",3,"895","Paved","C",395000,1,0,1,"No",2,"No",0,360
776,120,"RH",32,4500,"Reg","Lvl","C","B","B","6","D","C","BrkFace",320,"TA","A","Ex","No","A",866,1204,"Excellent","A",1204,0,1204,2,2,"TA","5","No","Attchd","Fin",2,"412","Paved","B",162000,11,0,11,"No",3,"No",0,247
777,20,"RL",86,11210,"IR1","Lvl","D","A","B","7","D","C","BrkFace",240,"Gd","A","Gd","Av","A",20,1614,"Excellent","A",1614,0,1614,2,3,"Gd","7","No","Attchd","RFn",3,"865","Paved","C",221500,1,1,0,"No",2,"No",0,203
778,20,"RL",100,13350,"IR1","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",762,864,"Good","A",894,0,894,1,3,"TA","5","Yes","Attchd","Unf",2,"440","Paved","B",142500,32,0,32,"No",2,"No",0,241
779,90,"RH",60,8400,"Reg","Lvl","D","C","B","5","C","B","BrkFace",320,"TA","B","TA","NoBasement","No Basement",0,0,"Good","A",2020,0,2020,2,4,"TA","10","Yes","Detchd","Unf",2,"630","Paved","B",144000,30,0,30,"No",2,"No",0,0
780,90,"RL",78,10530,"Reg","Lvl","C","C","A","6","C","B","BrkFace",90,"TA","B","Gd","Gd","A",975,975,"Good","A",1004,0,1004,1,2,"TA","4","No","Attchd","Unf",2,"504","Paved","B",135000,29,0,29,"No",2,"No",0,0
781,20,"RL",63,7875,"Reg","Lvl","D","A","B","7","B","B","BrkFace",38,"TA","A","Gd","No","B",0,1237,"Good","A",1253,0,1253,2,3,"TA","6","Yes","Attchd","Fin",2,"402","Paved","B",176000,12,1,11,"No",2,"No",0,241
782,60,"RL",65,7153,"Reg","Lvl","D","A","C","6","D","C","None",0,"Gd","A","Gd","No","B",387,761,"Excellent","A",810,793,1603,2,3,"Gd","7","No","Attchd","RFn",2,"484","Paved","B",175900,14,0,14,"Yes",2.5,"Yes",0,124
783,20,"RL",67,16285,"IR2","Lvl","D","A","B","7","D","C","None",0,"Gd","A","Gd","No","B",0,1413,"Excellent","A",1430,0,1430,2,3,"Gd","6","No","Attchd","RFn",2,"605","Paved","B",187100,8,1,7,"No",2,"No",0,33
784,85,"RL",71,9101,"IR1","Lvl","C","A","A","5","C","B","BrkFace",104,"TA","A","Gd","Av","A",1097,1097,"Excellent","A",1110,0,1110,1,1,"Gd","4","Yes","Attchd","Fin",2,"602","Paved","B",165500,31,0,31,"No",2,"No",0,333
785,75,"RH",35,6300,"Reg","Lvl","B","A","A","6","B","B","None",0,"TA","B","TA","No","B",0,742,"Excellent","A",742,742,1484,2,3,"TA","9","Yes","No Garage","No Garage",0,"0","Paved","B",128000,94,87,7,"Yes",2,"No",65,425
786,20,"RL",80,9790,"Reg","Lvl","D","A","B","6","C","B","None",0,"TA","B","TA","No","B",251,1372,"Good","A",1342,0,1342,2,3,"TA","7","Yes","Attchd","Unf",2,"457","Paved","B",161500,42,0,42,"No",2,"No",0,197
787,50,"RH",60,10800,"Reg","Lvl","B","A","A","5","B","B","None",0,"TA","A","Fa","No","B",686,686,"Good","A",966,686,1652,2,4,"TA","7","No","Detchd","Unf",1,"416","Paved","B",139000,95,35,60,"Yes",3,"No",46,196
788,60,"RL",76,10142,"IR1","Lvl","D","A","C","7","D","C","None",0,"Gd","A","Gd","No","A",656,956,"Excellent","A",956,1128,2084,2,4,"Gd","8","No","BuiltIn","RFn",2,"618","Paved","B",233000,6,0,6,"Yes",3.5,"Yes",0,45
789,20,"RH",50,6000,"Reg","Lvl","B","A","B","4","B","B","None",0,"TA","B","TA","No","B",0,901,"Excellent","A",901,0,901,1,2,"TA","4","No","Detchd","Unf",1,"281","Paved","B",107900,54,46,8,"No",1,"No",0,0
790,60,"RL",81,12205,"IR1","Low","D","A","C","6","B","B","BrkFace",157,"TA","B","TA","Gd","B",568,832,"Good","A",976,1111,2087,2,5,"Gd","9","No","Attchd","Fin",2,"444","Paved","B",187500,41,41,0,"Yes",2.5,"Yes",0,301
791,120,"RL",43,3182,"Reg","Lvl","D","B","B","7","D","C","BrkFace",11,"Gd","A","Gd","No","A",16,1145,"Excellent","A",1145,0,1145,2,2,"Gd","5","Yes","Attchd","Fin",2,"397","Paved","B",160200,4,1,3,"No",2,"No",0,116
792,80,"RL",71,11333,"IR1","Lvl","C","A","B","6","B","B","None",0,"TA","A","Gd","Av","B",539,1029,"Good","A",1062,0,1062,1,3,"TA","5","Yes","Attchd","RFn",2,"539","Paved","B",146800,31,0,31,"No",2,"No",0,120
793,60,"RL",92,9920,"IR1","Lvl","F","A","C","7","B","B","None",0,"Gd","A","Gd","Av","A",862,1117,"Excellent","A",1127,886,2013,2,3,"TA","8","Yes","Attchd","Unf",2,"455","Paved","B",269790,11,1,10,"Yes",3.5,"Yes",1,310
794,20,"RL",76,9158,"Reg","Lvl","E","A","B","8","E","C","Stone",140,"Gd","A","Gd","Av","B",0,1496,"Excellent","A",1496,0,1496,2,3,"Gd","7","No","Attchd","Fin",2,"474","Paved","C",225000,0,0,0,"No",2,"No",0,298
795,60,"RL",72,10832,"IR1","Lvl","D","A","C","7","B","B","None",0,"Gd","A","Gd","No","B",0,712,"Excellent","A",1086,809,1895,2,3,"Gd","7","Yes","Attchd","Fin",2,"409","Paved","B",194500,14,2,12,"Yes",2.5,"Yes",0,189
796,60,"RL",70,8400,"Reg","Lvl","D","A","C","6","B","B","BrkFace",130,"TA","B","Gd","No","B",0,650,"Good","A",888,676,1564,2,3,"TA","7","Yes","Attchd","Unf",2,"476","Paved","B",171000,30,1,29,"Yes",2.5,"Yes",0,254
797,20,"RL",71,8197,"Reg","Lvl","C","A","B","6","C","B","BrkFace",148,"TA","B","TA","No","B",0,660,"Excellent","A",1285,0,1285,1,3,"TA","7","Yes","Attchd","RFn",2,"528","Paved","B",143500,30,0,30,"No",1.5,"Yes",0,138
798,20,"RL",57,7677,"Reg","Lvl","C","A","B","5","D","C","None",0,"TA","B","TA","No","B",570,773,"Good","A",773,0,773,1,2,"TA","4","No","Attchd","Unf",1,"240","Paved","B",110000,55,0,55,"No",1,"No",0,0
799,60,"RL",104,13518,"Reg","Lvl","F","A","C","9","D","C","Stone",860,"Ex","A","Ex","No","B",0,1926,"Excellent","A",1966,1174,3140,3,4,"Ex","11","Yes","BuiltIn","Fin",3,"820","Paved","C",485000,1,1,0,"Yes",3.5,"Yes",1,222
800,50,"RL",60,7200,"Reg","Lvl","C","A","A","5","B","B","BrkFace",252,"TA","B","Gd","No","B",569,731,"Excellent","A",981,787,1768,1,3,"Gd","7","Yes","Detchd","Unf",1,"240","Paved","B",175000,70,13,57,"Yes",2.5,"Yes",2,264
801,60,"RL",79,12798,"IR1","HLS","D","A","C","6","D","C","None",0,"TA","A","Gd","Gd","A",462,616,"Good","A",616,1072,1688,2,4,"Gd","8","No","Attchd","RFn",2,"603","Paved","B",200000,11,0,11,"Yes",3.5,"Yes",0,702
802,30,"RH",40,4800,"Reg","Lvl","A","A","B","4","B","B","None",0,"TA","B","TA","No","B",197,1196,"Excellent","B",1196,0,1196,1,2,"TA","5","No","Detchd","Unf",2,"440","Paved","B",109900,91,74,17,"No",2,"No",41,0
803,60,"RL",63,8199,"Reg","Lvl","D","A","C","7","B","B","None",0,"Gd","A","Gd","Av","A",648,728,"Excellent","A",728,728,1456,2,3,"Gd","7","Yes","Attchd","Fin",2,"410","Paved","B",189000,3,0,3,"Yes",3.5,"Yes",0,54
804,60,"RL",107,13891,"Reg","Lvl","F","A","C","9","D","C","Stone",424,"Ex","A","Ex","Gd","B",0,1734,"Excellent","A",1734,1088,2822,3,4,"Ex","12","Yes","BuiltIn","RFn",3,"1020","Paved","C",582933,1,1,0,"Yes",3.5,"Yes",1,414
805,20,"RL",75,9000,"Reg","Lvl","C","A","B","5","B","B","None",0,"TA","B","TA","No","B",812,936,"Good","A",1128,0,1128,1,2,"TA","5","No","Attchd","Unf",1,"286","Paved","B",118000,52,0,52,"No",1,"No",0,0
806,20,"RL",91,12274,"IR1","Lvl","E","A","B","7","D","C","Stone",256,"Gd","A","Gd","No","B",0,1417,"Excellent","A",1428,0,1428,2,3,"Ex","6","No","Attchd","RFn",2,"554","Paved","C",227680,0,0,0,"No",2,"No",0,60
807,80,"RL",75,9750,"Reg","Lvl","C","A","B","5","D","C","None",0,"TA","A","TA","Av","B",400,980,"Good","A",980,0,980,2,3,"TA","6","No","Attchd","Fin",1,"384","Paved","B",135500,39,0,39,"No",2,"No",0,68
808,70,"RL",144,21384,"Reg","Lvl","B","A","C","5","B","B","None",0,"TA","B","TA","Gd","A",1309,1324,"Excellent","A",1072,504,1576,1,3,"Gd","6","Yes","Attchd","RFn",2,"528","Paved","B",223500,86,81,5,"Yes",3.5,"Yes",0,312
809,80,"RL",85,13400,"Reg","Lvl","C","A","B","5","D","C","BrkFace",1047,"TA","B","TA","Av","B",516,1024,"Good","A",1086,0,1086,1,3,"TA","6","Yes","Attchd","RFn",2,"484","Paved","B",159950,40,0,40,"No",2,"No",0,0
810,75,"RH",90,8100,"Reg","Lvl","B","A","A","5","A","A","None",0,"TA","A","TA","No","B",0,849,"Good","B",1075,1063,2138,2,2,"TA","11","No","Detchd","Unf",2,"360","PartialNo","B",106000,111,67,44,"Yes",2,"No",12,196
811,20,"RL",78,10140,"Reg","Lvl","D","A","B","6","B","B","BrkFace",99,"TA","B","TA","No","B",663,1040,"Bad","A",1309,0,1309,1,3,"Gd","5","Yes","Attchd","RFn",2,"484","Paved","B",181000,32,25,7,"No",2.5,"Yes",0,265
812,120,"RH",37,4438,"Reg","Lvl","D","B","B","6","D","C","BrkFace",169,"Gd","A","Gd","Gd","A",662,848,"Excellent","A",848,0,848,1,1,"Gd","4","Yes","Attchd","Fin",2,"420","Paved","A",144500,4,0,4,"No",2,"No",0,140
813,20,"C (all)",66,8712,"Reg","Bnk","A","A","B","5","B","B","None",0,"Fa","B","TA","Av","B",0,540,"Good","B",1044,0,1044,1,2,"Fa","4","No","Basment","Unf",2,"504","PartialNo","B",55993,58,0,58,"No",1,"No",0,0
